Publication_Day,Publication_Month,Publication_Year,DOI,Primary_Topic_Field,Primary_Topic_Subfield,Corresponding_Author_Country,First_Author_Country,Data_Section_Text_Generated,Data_Generated,Data_Shared,Data_Location,DA_data,Accessions,URL_data,Repositories_data,Data_DOIs,Preprint_Match,Preprint_DOI,Preprint_Day,Preprint_Month,Preprint_Year,Preprint_URL,Preprint_Server,Code_Section_Text_Generated,Code_Generated,Code_Shared,Code_Location,Protocol_Shared,n_protocols,Protocol_Location,Protocol_Source,Protocol_URL,has_common_authors,Registration_Shared,Registries,Registration_Number,Registration,Mention_Number,Registration_Section_Reported,Registration_Detected_As,Quarter,source,Discipiline,combined_id,author_position,is_corresponding,publication_year,funders,nserc_top_year_5yr,nserc_top_award_5yr,nserc_top_z_5yr,nserc_top_year_all,n_awards_nserc,nserc_top_award_all,nserc_top_z_all
22,2,2022,10.1371/journal.pone.0263914,Immunology and Microbiology,Applied Microbiology and Biotechnology,Canada,Canada,Method,TRUE,FALSE,NA,Data can be found via anonymous quotations that are provided in the paper and in the Supporting information files in accordance with the University of Waterloo Research Ethics Committee requirements.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q1,PLOS,NA,max_troell_royalswedishacademyofsciences,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
23,10,2018,10.1371/journal.pone.0205683,Environmental Science,Ecology,Canada,Canada,Fulltext,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q4,PLOS,NA,dirk_steinke_universityofguelph,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
24,4,2024,10.1371/journal.pone.0302315,Medicine,Surgery,Canada,Canada,Method,TRUE,FALSE,NA,"The data underlying the findings of this study contain potentially identifying and sensitive patient information and cannot be shared publicly. Readers can request access to the data by completing a data request following an Arthritis Program Research Committee and UHN Ethics Committee approved research proposal and a data access agreement, signed by all parties (contact the Research Manager: Luis. Montoya@uhn.ca). All data collected are stored and managed through a secure server at our institution (University Health Network – UHN.) UHN is the custodian/steward for all research data and in accordance with Health Canada guidelines requires that all data be stored for a minimum of 10 years following study completion and final publication.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,flaviu_trifoi_universityofwesternontario,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
23,2,2024,10.1371/journal.pone.0299304,Medicine,Infectious Diseases,Canada,Canada,Method,TRUE,TRUE,Online,"The dataset from this study is held securely in coded form at ICES. While legal data sharing agreements between ICES and data providers (e.g., healthcare organizations and government) prohibit ICES from making the dataset publicly available, access may be granted to those who meet pre-specified criteria for confidential access, available at www.ices.on.ca/DAS (email: das@ices.on.ca). The full dataset creation plan and underlying analytic code are available from the authors upon request, understanding that the computer programs may rely upon coding templates or macros that are unique to ICES and are therefore either inaccessible or may require modification.",NA,www.ices.on.ca/DAS,Institute for Clinical Evaluative Sciences (ICES),NA,FALSE,NA,NA,NA,NA,NA,NA,DA,TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q1,PLOS,NA,maria_koh_instituteforclinicalevaluativesciences,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
4,12,2025,10.1371/journal.pgph.0005257,Health Professions,General Health Professions,Canada,Canada,Method,TRUE,FALSE,NA,"The data underlying this article will be shared upon reasonable request to the Chanchlani Research Centre (askglobalhealth@mcmaster.ca) as supplementary information, in alignment with our informed consent and data sharing agreements.",NA,NA,NA,NA,TRUE,10.1101/2025.06.02.25328814,3,6,2025,http://medrxiv.org/lookup/doi/10.1101/2025.06.02.25328814,medRxiv,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q4,PLOS,NA,sonia_anand_hamiltonhealthsciences,first,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
24,2,2020,10.1371/journal.pone.0223029,Neuroscience,Neurology,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,TRUE,10.1101/768879,13,9,2019,http://biorxiv.org/lookup/doi/10.1101/768879,bioRxiv,NA,FALSE,FALSE,NA,Yes,2,Journal,Journal of Visualized Experiments,"10.3791/53542,10.3791/57614","False,False",FALSE,NA,NA,NA,NA,NA,NA,2020 Q1,PLOS,NA,christopher_bowie_centreforaddictionandmentalhealth,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
2,2,2023,10.1371/journal.pone.0281364,Psychology,Experimental and Cognitive Psychology,Canada,Canada,Method,TRUE,TRUE,Online,The data set for this investigation can be accessed through the following repository: doi: 10.5683/SP3/BHAZW8.,NA,NA,Borealis,10.5683/SP3/BHAZW8,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,thomas_hadjistavropoulos_universityofregina,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
1,12,2022,10.1371/journal.pone.0277598,Medicine,Cardiology and Cardiovascular Medicine,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","Data used for this study was housed at ICES, an independent not-for-profit corporation. Data sharing: The dataset from this study is held securely in coded form at ICES. While legal data sharing agreements between ICES and data providers (e.g., healthcare organizations and government) prohibit ICES from making the dataset publicly available, access may be granted to those who meet pre-specified criteria for confidential access, available at www.ices.on.ca/DAS (email: das@ices.on.ca). The full dataset creation plan and underlying analytic code are available from the authors upon request, understanding that the computer programs may rely upon coding templates or macros that are unique to ICES and are therefore either inaccessible or may require modification. The authors do have special access that others would not have.",NA,www.ices.on.ca/DAS,Institute for Clinical Evaluative Sciences (ICES),NA,FALSE,NA,NA,NA,NA,NA,NA,"DA,Method",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q4,PLOS,NA,clare_atzema_healthsciencescentre,first,TRUE,2022,,NA,NA,NA,NA,NA,NA,NA
7,1,2021,10.1371/journal.pone.0244746,Medicine,Epidemiology,Canada,Canada,Method,TRUE,TRUE,Online,"Data sharing agreements between ICES and the Ontario Ministry of Health and Long Term Care outlined in Ontario’s Personal Health Information Protection Act legally prohibit ICES from making the dataset publicly available. Therefore, due to our legally binding agreements, we cannot publicly share the dataset from this study. Qualified researchers can obtain access to the data required to replicate the analyses conducted in this study. One can request access to the data at https://www.ices.on.ca/DAS, by email at das@ices.on.ca, or by phone at 1-844-848-9855.",NA,https://www.ices.on.ca/DAS,Institute for Clinical Evaluative Sciences (ICES),NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q1,PLOS,NA,mohamed_djebli_instituteforclinicalevaluativesciences,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
6,5,2024,10.1371/journal.pone.0301251,Decision Sciences,"Statistics, Probability and Uncertainty",Canada,Canada,Method,TRUE,TRUE,Online,All relevant data are included in this manuscript or posted on Open Science Framework: https://doi.org/10.17605/OSF.IO/AX6ZE.,NA,https://doi.org/10.17605/OSF.IO/AX6ZE,Open Science Framework,10.17605/OSF.IO/AX6ZE,TRUE,10.1101/2023.10.24.23297458,25,10,2023,http://medrxiv.org/lookup/doi/10.1101/2023.10.24.23297458,medRxiv,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,holger_cramer_robertboschgermany,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
7,8,2018,10.1371/journal.pone.0201694,Medicine,"Radiology, Nuclear Medicine and Imaging",Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q3,PLOS,NA,mohamed_elkhodary_universityofottawa,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
1,4,2020,10.1371/journal.ppat.1008281,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,TRUE,10.1101/768473,18,9,2019,http://biorxiv.org/lookup/doi/10.1101/768473,bioRxiv,NA,FALSE,FALSE,NA,Yes,1,Journal,Nature Protocols,10.1038/nprot.2015.053,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2020 Q2,PLOS,NA,erum_razvi_universityoftoronto,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
24,8,2022,10.1002/brb3.2713,Neuroscience,Cognitive Neuroscience,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,data availability statement all data are available upon request.,NA,NA,NA,NA,TRUE,10.1101/2021.09.24.461758,25,9,2021,http://biorxiv.org/lookup/doi/10.1101/2021.09.24.461758,bioRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,Comparator,"Magnetic Resonance Imaging', 'Reward'",sebastien_hetu_universitedemontreal,last,FALSE,2022,,2018,29000,-0.714127476920503,2018,1,29000,-0.714127476920503
17,5,2024,10.1371/journal.pone.0300397,Medicine,Pulmonary and Respiratory Medicine,Canada,Canada,Method,TRUE,TRUE,Online,"All relevant data are within the paper and data are available for sharing. To do so, researchers can visit https://cube-ontario.github.io/.",NA,https://cube-ontario.github.io/,NA,NA,TRUE,10.1101/2023.03.03.23286750,5,3,2023,http://medrxiv.org/lookup/doi/10.1101/2023.03.03.23286750,medRxiv,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,rees_kassen_mcgilluniversity,middle,TRUE,2024,,NA,NA,NA,2019,3,65000,2.0025002495086763
30,1,2023,10.1371/journal.pone.0280345,Medicine,Emergency Medicine,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","This study analyzed anonymous data from a provincial trauma registry (Registre des traumatismes du Québec). By provincial laws, the authors are not at liberty to share the datasets used for their analyses, as they were required to sign a non-disclosure agreement to access this data.Access to the RTQ datasets may be formally requested to the Commission d’Accès à l’information (https://www.cai.gouv.qc.ca) and the Direction de l’analyse et de la gestion de l’information of the Régie de l’assurance maladie du Québec (https://numerique.banq.qc.ca/patrimoine/details/52327/49342). Here is the contact information where information on how to request access to this governmental database: statistiques@ramq.gouv.qc.ca; Protectiondesrenseignementspersonnels@ramq.gouv.qc.ca.",NA,"https://numerique.banq.qc.ca/patrimoine/details/52327/49342, https://www.cai.gouv.qc.ca",NA,NA,TRUE,10.21203/rs.3.rs-1412521/v1,10,3,2022,https://www.researchsquare.com/article/rs-1412521/v1,Research Square,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,axel_benhamed_hospicescivilsdelyon,first,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
31,3,2023,10.1371/journal.pone.0282168,Decision Sciences,"Statistics, Probability and Uncertainty",Canada,Canada,Method,TRUE,TRUE,Online,All data are available from Open Science Framework: https://doi.org/10.17605/OSF.IO/XJMQW.,NA,https://doi.org/10.17605/OSF.IO/XJMQW,Open Science Framework,10.17605/OSF.IO/XJMQW,TRUE,10.31219/osf.io/5d72z,26,7,2022,https://osf.io/5d72z,OSF Preprints,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,OSF,1,xjmqw,4,data_avail_state;methods,"link,text",2023 Q1,PLOS,NA,david_moher_ottawahospital,last,FALSE,2023,,NA,NA,NA,NA,NA,NA,NA
4,11,2020,10.1371/journal.pone.0241643,Medicine,Cardiology and Cardiovascular Medicine,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,PROSPERO,1,CRD42019155649,2,abstract;methods,text,2020 Q4,PLOS,NA,chanhee_seo_universityofottawa,first,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
5,1,2023,10.1371/journal.pbio.3001932,Veterinary,Small Animals,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,Data are available in the main text or the supplementary materials. Data and materials pertaining to individual participants will not be shared to protect privacy.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,jamie_brehaut_ottawahospital,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
21,8,2025,10.1371/journal.pone.0330830,Psychology,Clinical Psychology,Canada,Canada,Method,TRUE,FALSE,NA,"Data are not publicly available due to the sensitive nature of information gathered and because participants did not provide consent for the data to be shared. For researchers who are interested in knowing more about the data, or who may seek to use it for further research, they may communicate with the Institutional Review Board for the Faculty of Medicine and Health Sciences at McGill University, via email at submit2irb.med@mcgill.ca.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Yes,1,SupplementalInformation,Supplemental,10.1371/journal.pone.0330830.s001,TRUE,FALSE,NA,NA,NA,NA,NA,NA,2025 Q3,PLOS,NA,ayesha_baig_mcgilluniversity,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
17,2,2022,10.1371/journal.pone.0264136,Medicine,Nephrology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","All relevant data are within the manu-script and its Supporting Information files.The minimal data set is in OSF (Open Science Framework, DOI 10.17605/OSF.IO/D3KG2).",NA,OSF.IO/D3KG2,Open Science Framework,10.17605/OSF.IO/D3KG2,FALSE,NA,NA,NA,NA,NA,NA,DA,TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q1,PLOS,NA,taben_hale_universityofarizona,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
13,2,2023,10.1371/journal.pone.0281719,Environmental Science,Ecology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",The databases developed in this manuscript are available via Zenodo at https://zenodo.org/record/6780843.,NA,https://zenodo.org/record/6780843,Zenodo,NA,FALSE,NA,NA,NA,NA,NA,NA,"Method,Supplementary",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,simon_donner_universityofbritishcolumbia,last,TRUE,2023,,2019,61000,1.6706981576713524,2019,3,61000,1.6706981576713524
24,8,2021,10.1371/journal.pone.0254848,Social Sciences,Anthropology,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q3,PLOS,NA,klervia_jaouen_observatoiremidipyrenees,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
10,1,2024,10.1371/journal.pone.0296216,Social Sciences,Transportation,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,"We did not obtain permission from the Research Ethics Boards at the University of Alberta, University of Manitoba, University of Toronto or McGill University for public availability of the data, nor did we obtain consent for public access to the data from participants. We are therefore unable make the data public. However, data are available on reasonable request and subject to research ethics board review by contacting the corresponding author or the Health Sciences Research Ethics Board at the University of Toronto at ethics.review@utoronto.ca.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Method,Supplementary",TRUE,TRUE,Supplementary Information,Yes,1,Supplementary Information,Supplemental,10.1371/journal.pone.0296216.s005,TRUE,TRUE,CT.gov,1,NCT03292510,1,methods,text,2024 Q1,PLOS,NA,ruth_barclay_universityofmanitoba,last,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
7,2,2022,10.1371/journal.pone.0262891,Agricultural and Biological Sciences,Plant Science,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,TRUE,10.1101/2020.12.03.409698,3,12,2020,http://biorxiv.org/lookup/doi/10.1101/2020.12.03.409698,bioRxiv,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q1,PLOS,NA,myrtle_harrington_saskatoonresearchanddevelopmentcentre,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
7,2,2022,10.1371/journal.pone.0263602,Agricultural and Biological Sciences,Insect Science,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q1,PLOS,NA,elemir_simko_universityofsaskatchewan,last,TRUE,2022,,NA,NA,NA,NA,NA,NA,NA
6,12,2018,10.1371/journal.pone.0208416,Medicine,Surgery,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q4,PLOS,NA,stephanie_bourdy_hospicescivilsdelyon,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
17,2,2021,10.1371/journal.pone.0247043,Medicine,Epidemiology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","Public Health Ontario (PHO) cannot disclose the underlying data. Doing so would compromise individual privacy contrary to PHO’s ethical and legal obligations. Restricted access to the data may be available under conditions prescribed by the Ontario Personal Health Information Protection Act, 2004, the Ontario Freedom of Information and Protection of Privacy Act, the Tri-Council Policy Statement: Ethical Conduct for Research Involving Humans (TCPS 2 (2018)), and PHO privacy and ethics policies. Data are available for researchers who meet PHO’s criteria for access to confidential data. Information about PHO’s data access request process is available on-line at https://www.publichealthontario.ca/en/data-and-analysis/using-data/data-requests. Data are available from the Public Health Ontario Ethics Review Board (contact via: ethics@oahpp.ca) for researchers who meet the criteria for access to confidential data.",NA,https://www.publichealthontario.ca/en/data-and-analysis/using-data/data-requests,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q1,PLOS,NA,sonica_singhal_publichealthontario,last,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
15,1,2025,10.1371/journal.pone.0315268,Psychology,Social Psychology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,Data are included as an appendix.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q1,PLOS,NA,gabriel_joaquino_universityofcalgary,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
5,2,2024,10.1371/journal.pone.0297084,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q1,PLOS,NA,andrew_kestler_britishcolumbiacentreonsubstanceuse,last,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
22,11,2023,10.1371/journal.pgph.0002468,Immunology and Microbiology,Parasitology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","Data used for this analysis is published through the University of Ottawa Dataverse (https://doi.org/10.5683/SP3/TRAC8S,) which is publicly available. Data are anonymized and aggregated to the cluster-level to preserve anonymity.",NA,https://doi.org/10.5683/SP3/TRAC8S,Borealis,10.5683/SP3/TRAC8S,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q4,PLOS,NA,doris_mangalu_nationalinstituteformedicalresearch,middle,FALSE,2023,,NA,NA,NA,NA,NA,NA,NA
26,11,2019,10.1371/journal.pone.0223078,Social Sciences,Transportation,Canada,Canada,Method,TRUE,TRUE,Online,"The primary data underlying this study are third-party data available from OpenStreetMap at https://planet.openstreetmap.org. All other data used to aggregate the results are also third-party. These additional data sources are the Database of Global Administrative Areas at https://gadm.org, the Global Human Settlement Layer at https://ghsl.jrc.ec.europa.eu/data.php, and the Atlas of Urban Expansion http://www.atlasofurbanexpansion.org. For more information about the specific data used in this study, please see the Supporting Information.",NA,"https://gadm.org, https://planet.openstreetmap.org, http://www.atlasofurbanexpansion.org, https://ghsl.jrc.ec.europa.eu/data.php",NA,NA,TRUE,10.31219/osf.io/6vp8j,23,4,2019,https://osf.io/6vp8j,OSF Preprints,NA,FALSE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q4,PLOS,NA,adam_millardball_universityofcaliforniasantacruz,last,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
21,6,2019,10.1371/journal.pone.0218426,Health Professions,General Health Professions,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,PROSPERO,1,CRD42016046444,2,abstract;methods,text,2019 Q2,PLOS,NA,miguel_trottier_mcgilluniversity,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
22,8,2024,10.1371/journal.pone.0307442,"Biochemistry, Genetics and Molecular Biology",Genetics,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q3,PLOS,NA,aiman_ali_universityoftoronto,middle,FALSE,2024,,NA,NA,NA,NA,NA,NA,NA
28,6,2021,10.1371/journal.pone.0251731,Medicine,Oncology,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the manuscript and S1–S6 Figs.,NA,NA,NA,NA,TRUE,10.1101/2020.09.29.20193110,30,9,2020,http://medrxiv.org/lookup/doi/10.1101/2020.09.29.20193110,medRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q2,PLOS,NA,janna_krueger_universitedemontreal,first,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
15,5,2023,10.1371/journal.pone.0285698,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,Yes,1,Journal,Nature Protocols,10.1038/nprot.2006.286,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2023 Q2,PLOS,NA,praveen_khatri_agricultureandagrifoodcanada,first,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
9,10,2025,10.1371/journal.pone.0332926,Medicine,Infectious Diseases,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,"All relevant data are within the paper and its Supporting information files. As advised by the University of Toronto Health Sciences Research Ethics Board (Daniel Gyewu), raw data cannot be shared publicly due to ethical requirements as they contain identifying or indirectly identifying sensitive participant information. In order to facilitate research, we make such data available to potential collaborators via individual data access requests to a study author, noting that the potential collaborator must have obtained research ethics board approval from their own institution and the University of Toronto Health Sciences Research Ethics Board led by Daniel Gyewu: ethics.review@utoronto.ca.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q4,PLOS,NA,sandra_bullock_publichealthontario,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
9,1,2025,10.1371/journal.pone.0316754,Environmental Science,Ecology,Canada,Canada,Fulltext,TRUE,TRUE,"Online,Supplementary Information",No new data was produced as part of this manuscript. All relevant data are within the manuscript and its Supporting information files. All data analyzed is publicly available and cited in the manuscript (Table 2). The specific values behind the means and other measures reported in Figs 2–4 and Figs SB-SF can be accessed via https://doi.org/10.5281/zenodo.14361460.,NA,"https://doi.org/10.5281/zenodo.14361460, http://www.naturalearthdata.com/",Zenodo,10.5281/zenodo.14361460,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q1,PLOS,NA,tyler_eddy_memorialuniversityofnewfoundland,middle,TRUE,2025,,2021,33000,-0.3159151138171523,2021,1,33000,-0.3159151138171523
27,9,2021,10.1002/jia2.25769,Psychology,Social Psychology,Canada,Canada,Method,TRUE,FALSE,NA,"data availability statement the data that support the findings of this study are available from the corresponding author, apb, upon reasonable request.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,CT.gov,1,NCT02710032,1,methods,text,2021 Q3,Comparator,"Anti-HIV Agents', 'HIV Infections', 'Pre-Exposure Prophylaxis', 'Transgender Persons'",ximena_salazar_universidadperuanacayetanoheredia,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
21,11,2023,10.1371/journal.pgph.0001990,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All data can be found in the manuscript and supporting information files.,NA,NA,NA,NA,TRUE,10.1101/2023.05.09.23289739,10,5,2023,http://medrxiv.org/lookup/doi/10.1101/2023.05.09.23289739,medRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q4,PLOS,NA,pascal_lavoie_bcchildrenshospital,last,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
